,logFC,AveExpr,t,P.Value,adj.P.Val,B
PRKAB1,-0.0171461742485946,9.07715478091167,-0.375578886912733,0.707586763820176,0.804307256716459,-6.63289356303102
ARPC4,-0.0163140968395637,12.3703739030017,-0.355879673667659,0.722266887432282,0.815129772959289,-6.6400191964059
TEX11,0.0134641981250407,5.81612279353036,0.339373987086848,0.734647190203537,0.81861024952416,-6.64569447636424
ADPRH,-0.0164839457648095,7.71719582731348,-0.335741628547443,0.737381165364291,0.81861024952416,-6.64690728148269
VSTM1,-0.0500404098557499,8.19714723058823,-0.319005339239665,0.750020873835049,0.81861024952416,-6.65232691680133
CD24,0.0356664860394184,9.38540868525862,0.317527499568045,0.751140290138675,0.81861024952416,-6.6527921784688
RTEL1,-0.0127429348769743,6.8629590274851,-0.317374461646582,0.751256241651919,0.81861024952416,-6.65284023538401
SULT1A3,-0.0166677433047273,8.50247637833723,-0.306100447050191,0.759813559103218,0.822263988618551,-6.65631683573543
LRP3,0.0307046626493879,7.87604606012896,0.298128329296916,0.765882623035223,0.82319356761609,-6.65869939657408
KIF6,0.00995027466101194,6.624968060136,0.2599868160423,0.795113667068538,0.848837563492088,-6.66922910596985
NARS,0.0148930471786817,10.9085719489834,0.246281847130816,0.8056904570419,0.854356323574632,-6.67266137737841
SH3BGRL3,-0.016775695118681,13.5014445505091,-0.235869598084473,0.81375020089695,0.857150211611454,-6.67514486698846
TFF3,0.0338998539086781,7.24144775810179,0.205305845787458,0.837520338202057,0.874490186265529,-6.68181555452749
PARP1,0.0146975231772797,11.8540614279609,0.200487806291775,0.841281698179496,0.874490186265529,-6.68278281500619
EFS,0.0073106249686012,5.72511284497883,0.193200095699066,0.846977997520501,0.874657017047315,-6.68420225091706
MGEA5,0.00603804931045075,12.8794072650107,0.122781439854047,0.902390681277413,0.925829400271631,-6.69521122477188
PSMB2,0.00575210014303461,11.8492212905721,0.0952830167309849,0.924175540977379,0.942062809512425,-6.69817822766018
ACTG1,0.00346639147203276,14.749414162732,0.0691203285148951,0.944955738646039,0.957070555808167,-6.70030650626718
WDR4,0.002668807715117,7.23524913817498,0.0610780602081787,0.951351710287675,0.957411275321355,-6.70082461977206
FBXO7,-0.00306571865709501,10.0527186172363,-0.0163071863091073,0.987003895177726,0.987003895177726,-6.7025389676025
