,logFC,AveExpr,t,P.Value,adj.P.Val,B
ARG1,-2.13140983938828,8.34923605077049,-6.26872830435968,1.8563119893963e-08,2.93297294324616e-06,9.18743906498642
SPNS3,0.92152237790841,7.69765624411802,5.39754132605179,7.02600166336993e-07,5.55054131406224e-05,5.73696416134606
TFF3,1.40050151154807,7.46346446920838,4.93598055228936,4.41536250282147e-06,0.000183670509832402,3.99914320945679
MMP8,-2.09830918307243,5.96759668422255,-4.92271493096647,4.64988632487093e-06,0.000183670509832402,3.95032180308463
HP,-1.93618164902712,8.19967355963659,-4.80376805601069,7.37424177307367e-06,0.000233026040029128,3.51560489367868
CEACAM6,-1.97149348318591,7.83151372275087,-4.70318241993259,1.08457727358538e-05,0.000272258797224041,3.15239742784827
CEACAM8,-2.02698376636273,7.86512539596816,-4.65494540831645,1.30316024789702e-05,0.000272258797224041,2.97969867065637
CD24,0.769341327008327,8.9718204721421,4.64012539875201,1.37852555556477e-05,0.000272258797224041,2.92683674755358
LCN2,-1.47043063490558,10.6447023441714,-4.50074207014106,2.32890752663849e-05,0.000408852654676535,2.4343085904878
ZNF362,0.448347294917079,9.68293876282171,4.40713273068537,3.29693187003666e-05,0.000520915235465792,2.1083825367411
RETN,-1.54233200410403,8.49418109855899,-4.24675703198926,5.92728471645372e-05,0.000851373622908807,1.55948597807569
INTS7,-0.468732691037619,7.72449944977571,-4.19998354209131,7.01776359539267e-05,0.000924005540060035,1.40173777087733
ELANE,-1.93274952361567,9.22655582617212,-4.09238096634237,0.000103094456920878,0.00125299416873067,1.04298678046913
BRD9,0.267837539294036,8.02418744486679,4.0303637500511,0.000128355426828405,0.00144858267420629,0.838909040014914
ARHGAP15,0.241957438330015,12.5153415135935,3.8816466467635,0.000215422914224273,0.00213170752689898,0.357819873933731
CTSG,-1.63332999141173,7.96940270569938,-3.88104587627749,0.000215869116647998,0.00213170752689898,0.355900673181607
XRCC5,0.200892596392074,10.7299338312662,3.8517708449169,0.000238716283578337,0.00219287454336687,0.262620407405971
PGLYRP1,-1.18091847569356,10.4400989826464,-3.82294278901693,0.000263462647465602,0.00219287454336687,0.171228138413989
CD74,0.512693675976022,13.6710512540982,3.82009716352719,0.000266034133280149,0.00219287454336687,0.162231890148036
MPO,-1.3304586712759,7.76158735010934,-3.80743177442119,0.000277773069525591,0.00219287454336687,0.122246106368697
BPI,-1.27411979883475,7.86508613940408,-3.79329674305885,0.000291458008928509,0.00219287454336687,0.0777268367696822
DEFA3,-1.98136788566877,12.1621854849803,-3.73464871092192,0.000355423941016507,0.00249364992222996,-0.105781238362313
ICOS,0.767260733796517,9.49847867628925,3.72838285721613,0.000362999672223349,0.00249364992222996,-0.125270921882513
FCRLA,0.875464104194433,11.1092119704878,3.70679800736564,0.000390292092571683,0.00256942294276358,-0.192236831363433
DEFA1B,-1.96991551646428,11.716145372264,-3.66361815930936,0.000450863935273902,0.00268819325945116,-0.325390343944971
DEFA1,-1.71696776001547,13.0149754563576,-3.66332281841867,0.000451307492270806,0.00268819325945116,-0.326297344092715
COL17A1,-0.794368048189677,6.95801183031677,-3.65799885628283,0.000459374797501147,0.00268819325945116,-0.342638623224738
DEFA4,-1.8234679818494,9.00548806242387,-3.62303788851698,0.000515856769995488,0.00291090605926025,-0.449533350174772
TCN1,-0.969933110113998,9.40991222807226,-3.59536781094577,0.000565174309808758,0.00301691367806348,-0.533623316709274
CD37,0.443059332752013,11.7152530189325,3.59127858389258,0.000572831711024711,0.00301691367806348,-0.546011916380218
BCL11A,0.528413995830514,9.56057509873557,3.4609287090379,0.000875405444852404,0.00446174388021548,-0.935621842682158
HLA-DMA,0.468985637154176,12.0935898865883,3.43904636272742,0.000939116881305879,0.00463688960144778,-1.00000636615783
HLA-DOA,0.589816723129424,9.77697891448806,3.41503038475193,0.00101406940449256,0.0048552413912068,-1.07032550521889
HMBS,-1.25825151606822,9.21923447183966,-3.28325418099515,0.00153622969718484,0.00713894976927074,-1.44967574980336
HLA-DQA1,0.608384596806432,12.0371940117089,3.25099498003879,0.00169799990484079,0.00766525671328129,-1.54084087284502
HLA-DPA1,0.467394479918836,13.4926591323395,3.22835818963645,0.00182090719589129,0.0079917593597451,-1.60440705253193
VPREB3,1.07968615075185,10.6202369083486,3.20510922367177,0.00195577675089533,0.00814307143847226,-1.66934159844575
HIST1H2BD,-0.668393306577993,9.54076708030991,-3.20466204858413,0.0019584602193794,0.00814307143847226,-1.670587065303
AZU1,-1.01481842603889,7.3133948837561,-3.15667730503478,0.00226728769589394,0.00918542194746777,-1.8034621554174
UBE2F,-0.422145796990939,11.6156210195814,-3.11622246629272,0.0025623869416986,0.0101214284197095,-1.91428974186998
OLR1,-0.930170480152592,6.96313173640171,-3.08582811354967,0.00280724300016891,0.0108181559518704,-1.99682919633023
ORM2,-0.768487016853453,6.56031355957202,-3.04932324299226,0.00313007223727328,0.0117750336545042,-2.095130830566
STRN,-0.151122709974187,7.62198951403249,-3.03875347538122,0.00322979473959367,0.0118676178803674,-2.12342299484204
API5,0.237853830107348,10.511317748257,2.98273284669591,0.00380939326991208,0.0136791849237752,-2.27208516705164
GGA2,0.401147192028897,9.48989065977057,2.80486419999629,0.00634857291052389,0.0222905448858394,-2.72945255798555
KLF12,0.360985896367045,8.87859351688451,2.79150776101669,0.00659133026602939,0.022639786565927,-2.76288115854152
RNASE3,1.24335721129517,8.84403694741375,2.72757590337283,0.00787540499823234,0.0264747657387385,-2.92108523234378
IFITM3,-0.677000220775836,14.1720538612877,-2.56780771749865,0.0121412394848514,0.0399649133043024,-3.30316662202986
TWSG1,-0.165137457899392,8.03202773281323,-2.5390345872113,0.0131014879282529,0.0422456141359991,-3.36992631229621
RPLP0,0.397438327558279,11.2511221232774,2.50522670735,0.0143168581720062,0.0450296929235617,-3.4475560243045
SCD,-0.456723847745355,8.70736764870062,-2.49943637441406,0.0145349008803902,0.0450296929235617,-3.46076344184275
LMO2,-0.357719504435063,10.8778427770926,-2.31703038992729,0.0231215665039849,0.0702539905313388,-3.86340356270647
MYL5,0.332534802366534,7.36345839024646,2.27831238864829,0.0254392304458868,0.0756376156182335,-3.94547517620287
ZNF695,-0.14655919414102,6.01855041030522,-2.27176440768507,0.025850830654333,0.0756376156182335,-3.959235984006
VSTM1,0.63808440322262,7.96177337082251,2.22437042653609,0.0290088999078723,0.0833346579171605,-4.05780293925827
SNURF,0.147395978514734,8.1951145155721,2.19342284198792,0.0312493576426043,0.0869226498355666,-4.12118111661924
BANF1,0.183051563878605,9.49817030476973,2.19196983466366,0.0313581711432108,0.0869226498355666,-4.12413755215866
TTLL1,0.16011158443556,6.99173408739339,2.14257254128828,0.0352598523844397,0.0960527013231288,-4.2236167034641
ZBTB44,-0.428663766527932,8.89440827014693,-2.11933717766944,0.0372367873898737,0.0997188543661025,-4.26971481391076
PPP1CA,0.174257599225798,10.1335020688221,2.10404223042734,0.0385900101975144,0.100695872612231,-4.29981568402673
SURF6,0.184634362294361,9.9080784203548,2.0963604092121,0.0392855876648782,0.100695872612231,-4.31486052801268
ASXL1,0.182438874978159,9.15213470574761,2.09386822551385,0.0395135702655591,0.100695872612231,-4.31973094044232
USPL1,0.229705247066794,9.34079439920962,2.08084813611491,0.0407233358589162,0.102131540725536,-4.34509180561404
ZNF622,0.12014026904218,10.7157812248133,2.05801210321795,0.042922504446949,0.105964932853405,-4.38923128561029
WDR4,-0.166078536313909,7.24329624319952,-2.02353524470704,0.0464362980418842,0.112875924471042,-4.45504483461506
BTN3A2,0.231893255511001,10.1137972016226,2.0031441823239,0.0486285192125159,0.116413727811781,-4.49349992017099
FAR2,-0.293840865232856,8.14448384185258,-1.98793089772368,0.0503212409277983,0.118668000993912,-4.52196205104948
MS4A3,-0.607175407656756,7.12113057612631,-1.97676641339949,0.0515952659424302,0.119883117925058,-4.54272496842189
NARS,-0.207835371849579,11.0521036938301,-1.95699345818621,0.0539191830474549,0.122648529329289,-4.57923824903501
PABPN1,0.144396019642353,11.1474699357025,1.94152046747531,0.0557992951743993,0.122648529329289,-4.60757959276829
CCDC6,0.156219262697391,11.0345101651582,1.94078766256251,0.0558897015437638,0.122648529329289,-4.60891679583776
ARHGEF7,0.14798734096152,6.45230548740964,1.94078144562071,0.0558904690614484,0.122648529329289,-4.60892813839362
GRWD1,0.256958266448869,8.90989741139235,1.86597106882416,0.0657971053548763,0.142410173233842,-4.74302535219059
VPS11,0.123741989197149,8.08828635192608,1.85699392882831,0.0670795376822385,0.143223877753969,-4.75879414140244
FAM3A,0.187416043397129,11.3076398192401,1.83470238806635,0.0703549379060022,0.146801370264315,-4.7976497529074
MGEA5,0.138140579336431,12.9013044569261,1.83298114787204,0.0706133173423287,0.146801370264315,-4.80063213518937
HLA-DRB4,0.5647272157429,9.86186749570371,1.79983782667373,0.0757452248829029,0.15542526664284,-4.85755891356673
ACTG1,0.1320895560456,13.9226115467813,1.77686058288897,0.0794821528336428,0.160527406492711,-4.89646450029667
MED14,0.125524514398632,8.54657767340575,1.77216875076252,0.0802637032463555,0.160527406492711,-4.90435227883816
TRAPPC6B,-0.249729454304646,6.22506982756497,-1.74013526168199,0.0857713636990169,0.167493793379734,-4.9576923315103
IRF2BP2,0.151532636942342,9.83552582797624,1.73959379788356,0.0858670712896105,0.167493793379734,-4.95858622539221
DIS3L,0.173030448546123,9.61806460087989,1.70680941557806,0.0918278534344869,0.17693659564206,-5.01223006859474
MAPK1,-0.196280208985983,10.1144997135762,-1.69891814626073,0.0933121387424498,0.17763033640129,-5.02500116145
ARHGEF11,-0.214840853914142,6.86833253099324,-1.69169281379626,0.0946883193639948,0.178104219756085,-5.03664640102833
RTEL1,-0.120206359933418,6.90443577629133,-1.59461652351269,0.114834176254545,0.213456468802566,-5.18862450757102
PARP1,0.20863603192215,11.7463221146145,1.58523288868702,0.116951486252138,0.21486435846323,-5.20287072021756
LPAR3,-0.119576578893717,7.02519133611267,-1.51543193342336,0.133697154800702,0.242520479452435,-5.30636567844946
PEX6,0.179848736110879,8.51775601316618,1.5100046040073,0.135074697416546,0.242520479452435,-5.31422928487804
VNN2,-0.419592423251295,12.1829362645888,-1.49721933079575,0.138363985539983,0.242932734858253,-5.33264868155084
LRPPRC,0.131890983014279,9.11702702833448,1.48827747935183,0.140701618814348,0.242932734858253,-5.34544321029074
