"x"
"MARCH6"
"AAGAB"
"AARSD1"
"ABCA1"
"ABCA7"
"ABCC5"
"ABCG1"
"ACAD9"
"ACAP1"
"ACCS"
"ACIN1"
"ACLY"
"ACO1"
"ACSS1"
"ACTN4"
"ADAM17"
"ADCY4"
"AGAP6"
"AIRE"
"AK2P2"
"AKAP8L"
"AKR1D1"
"ALCAM"
"ALDH8A1"
"ALDOB"
"ALPP"
"ALS2CR14"
"AMOTL2"
"AMT"
"AMY2A"
"ANKDD1A"
"ANKRD12"
"ANKRD13A"
"ANKRD30B"
"ANKRD44"
"ANXA11"
"ANXA2P2"
"AP1G2"
"AP4B1"
"APOBEC3D"
"ARAP1"
"ARAP3"
"ARHGAP4"
"ARHGEF1"
"ARHGEF2"
"ARHGEF6"
"ARHGEF7"
"ARID3A"
"ARID4B"
"ASAP1"
"ASB1"
"ASB3"
"ASNS"
"ATF7IP2"
"ATG10"
"ATG12"
"ATG16L2"
"ATHL1"
"ATPBD1B"
"ATPGD1"
"ATXN2"
"B4GALT1"
"BAG4"
"BANP"
"BAT1"
"BAT2"
"BCYRN1"
"BICD2"
"BIN3"
"BIRC3"
"BLZF1"
"BMP8B"
"BMS1P5"
"BRD3"
"BRD9"
"BTBD11"
"BTN3A1"
"C10orf105"
"C10orf4"
"C10orf57"
"C10orf58"
"C11orf63"
"C14orf102"
"C14orf153"
"C14orf159"
"C14orf28"
"C14orf4"
"C14orf80"
"C14orf82"
"C14orf85"
"C15orf28"
"C15orf63"
"C16orf56"
"C19orf31"
"C19orf66"
"C1orf152"
"C1orf218"
"C1orf71"
"C20orf94"
"C21orf24"
"C21orf58"
"C2CD2"
"C2orf29"
"C2orf69"
"C3orf34"
"C3orf50"
"C4orf34"
"C5"
"C5orf28"
"C5orf41"
"C6orf170"
"C6orf192"
"C7orf38"
"C7orf54"
"C8orf37"
"C8orf45"
"C9orf130"
"C9orf80"
"CABC1"
"CABIN1"
"CAPN3"
"CAPS2"
"CARS"
"CATSPER2"
"CBLB"
"CCBE1"
"CCDC125"
"CCDC14"
"CCDC45"
"CCDC84"
"CCDC88B"
"CCDC88C"
"CCR6"
"CD68"
"CDAN1"
"CDC2L2"
"CDC2L5"
"CDK5RAP3"
"CDKN2AIPNL"
"CEBPZ"
"CENPT"
"CEP27"
"CEP350"
"CES2"
"CFLAR"
"CFP"
"CHD9"
"CHKB"
"CHRNA5"
"CIAO1"
"CLASP1"
"CLCN7"
"CLK2"
"CLUAP1"
"CMIP"
"CNNM3"
"CNOT1"
"COG2"
"COG4"
"COX15"
"COX19"
"CPSF2"
"CPSF3L"
"CRCP"
"CREB1"
"CREBBP"
"CRIPAK"
"CRY2"
"CRYZL1"
"CSDE1"
"CSF1R"
"CTAGE5"
"CTGLF3"
"CTNS"
"CYBB"
"CYCSL1"
"CYP4V2"
"CYTH2"
"D2HGDH"
"DAAM1"
"DAPP1"
"DAZAP1"
"DBT"
"DCAF10"
"DCLRE1C"
"DCP1A"
"DDX17"
"DDX19A"
"DDX51"
"DDX52"
"DEF6"
"DEM1"
"DENND4B"
"DENND4C"
"DENR"
"DGKD"
"DHFRL1"
"DIAPH1"
"DIAPH2"
"DIS3L"
"DISC1"
"DKFZp434K191"
"DKFZP586I1420"
"DMC1"
"DNAH1"
"DNAJA2"
"DNAJB14"
"DOPEY2"
"DPEP2"
"DPEP3"
"DPP9"
"DPYSL2"
"DRG2"
"DTWD2"
"DUS2L"
"DUSP19"
"DUSP5"
"DUXAP3"
"E2F6"
"EDC4"
"EDG4"
"EHBP1L1"
"EID2B"
"EIF2AK2"
"EIF2AK4"
"EIF2C2"
"EIF4G3"
"EIF5A2"
"ELP3"
"EML3"
"ENHO"
"ENO3"
"ENTPD4"
"ERGIC1"
"EVI5"
"EWSR1"
"EXTL3"
