"x"
"F5"
"FAM109A"
"FAM116B"
"FAM134C"
"FAM155B"
"FAM160B2"
"FAM176B"
"FAM178B"
"FAM21B"
"FAM21D"
"FAM25C"
"FAM30A"
"FAM46D"
"FAM70A"
"FAM72A"
"FAM73B"
"FAM75A6"
"FAM83F"
"FAM91A1"
"FARP1"
"FARP2"
"FBLN2"
"FBLN5"
"FBN1"
"FBXL12"
"FBXL7"
"FBXO18"
"FBXO5"
"FBXW8"
"FCRLB"
"FGF1"
"FGF23"
"FIBCD1"
"FIT1"
"FIZ1"
"FKBP10"
"FLJ20581"
"FLJ20712"
"FLJ22531"
"FLJ22795"
"FLJ30092"
"FLJ32011"
"FLJ32065"
"FLJ32255"
"FLJ32955"
"FLJ35740"
"FLJ36848"
"FLJ37786"
"FLJ40125"
"FLJ41481"
"FLJ43663"
"FLJ43950"
"FLJ44054"
"FLJ44477"
"FLJ44674"
"FLJ44790"
"FLJ45966"
"FLJ90757"
"FLVCR1"
"FMO2"
"FNDC4"
"FOXE1"
"FOXI3"
"FRAS1"
"FRMPD3"
"FRZB"
"FSCN1"
"FSD1"
"FTHL11"
"FTHL12"
"FTHL3"
"FUNDC1"
"FXR2"
"FYTTD1"
"FZD7"
"FZD8"
"G6PD"
"GABARAP"
"GABPAP"
"GABRE"
"GAD1"
"GAL3ST4"
"GAPDHL6"
"GARNL4"
"GAS2L3"
"GCHFR"
"GCM1"
"GDPD4"
"GFI1B"
"GFRA4"
"GGT1"
"GGTA1"
"GIGYF1"
"GIMAP5"
"GJA5"
"GJC2"
"GKN2"
"GLB1L"
"GLIS3"
"GLOD5"
"GMPPB"
"GNA14"
"GNAT1"
"GNGT2"
"GNL1"
"GNRH1"
"GP6"
"GPA33"
"GPBP1L1"
"GPHB5"
"GPR125"
"GPR143"
"GPR161"
"GPR175"
"GPR27"
"GPR89C"
"GPRASP1"
"GPRC5B"
"GRHL1"
"GRIN2A"
"GRM2"
"GRWD1"
"GSTM1"
"GSTP1"
"GTDC1"
"GTF2H3"
"GTF2I"
"GTSE1"
"GUCA2A"
"GUSBL2"
"H2AFX"
"HBA1"
"HBD"
"HBM"
"HBQ1"
"HDAC3"
"HDAC6"
"HDAC7A"
"HDAC9"
"HDHD3"
"HECTD2"
"HEG1"
"HELQ"
"HERC4"
"HGSNAT"
"HHLA1"
"HIF1AN"
"HIF3A"
"HIRA"
"HISPPD2A"
"HIST1H1A"
"HIST1H2BH"
"HIST1H3D"
"HIST1H4K"
"HIST2H2BF"
"HLA-DQB2"
"HM13"
"HMBOX1"
"HMGXB4"
"HNRNPC"
"HOXA6"
"HOXB6"
"HOXD4"
"HP1BP3"
"HPS4"
"HSD11B1L"
"HSFYP1"
"HSPB1"
"HTRA4"
"HVCN1"
"HYAL4"
"IER2"
"IFT122"
"IGF1"
"IGFL3"
"IGSF11"
"IGSF8"
"IHPK3"
"IL17RC"
"INPP4A"
"INPP5A"
"INPP5B"
"INPP5F"
"INTS7"
"IP6K2"
"IQCC"
"IQSEC2"
"IRF4"
"IRS2"
"ISLR"
"ITGA7"
"ITGA9"
"ITLN1"
"ITPKC"
"IVD"
"JAG1"
"JMJD2B"
"JUB"
"KCNA6"
"KCNC4"
"KCNH8"
"KCNK13"
"KCNK4"
"KCTD10"
"KDM2B"
"KENAE"
"KIAA0133"
"KIAA0406"
"KIAA0495"
"KIAA0586"
"KIAA1026"
"KIAA1429"
"KIAA1462"
"KIAA1586"
"KIAA1602"
"KIAA1875"
"KIAA1958"
"KIF26B"
"KIF2C"
"KIF3B"
"KIF6"
"KIR3DP1"
"KLB"
"KLC1"
"KLHL7"
"KLK10"
"KRT31"
"KRT83"
"KRTAP4-7"
"KSR2"
"L3MBTL4"
"LAIR1"
"LAMA1"
"LAMP3"
"LAT1-3TM"
"LCK"
"LCNL1"
"LDB1"
"LDHAL6A"
"LDHC"
"LDOC1L"
"LEKR1"
"LENG8"
"LEPR"
"LGALS3"
"LHFPL2"
"LHX3"
"LIF"
"LILRB5"
"LIMK2"
"LIPF"
"LMBR1L"
"LMNA"
"LMTK3"
"LOC100008588"
"LOC100008589"
"LOC100093631"
"LOC100125556"
"LOC100127952"
"LOC100127983"
"LOC100127999"
"LOC100128002"
"LOC100128115"
"LOC100128202"
"LOC100128476"
"LOC100128547"
"LOC100128675"
"LOC100128761"
"LOC100128881"
"LOC100128907"
"LOC100128916"
"LOC100129022"
"LOC100129139"
"LOC100129218"
"LOC100129375"
"LOC100129622"
"LOC100129716"
"LOC100129759"
"LOC100129767"
"LOC100129826"
"LOC100129906"
"LOC100130111"
"LOC100130451"
"LOC100130494"
"LOC100130511"
"LOC100130542"
"LOC100130552"
"LOC100130557"
"LOC100130562"
"LOC100130701"
"LOC100130715"
"LOC100130746"
"LOC100130808"
"LOC100130812"
"LOC100130856"
"LOC100130904"
"LOC100130928"
"LOC100130982"
"LOC100131349"
"LOC100131368"
"LOC100131381"
"LOC100131460"
"LOC100131473"
"LOC100131683"
"LOC100131785"
"LOC100131801"
"LOC100131856"
"LOC100131894"
"LOC100132266"
"LOC100132267"
"LOC100132324"
"LOC100132493"
"LOC100132499"
"LOC100132652"
"LOC100132738"
"LOC100132767"
"LOC100132804"
"LOC100133224"
"LOC100133232"
"LOC100133479"
"LOC100133565"
"LOC100133795"
"LOC100133797"
"LOC100133888"
"LOC100134102"
"LOC100134280"
"LOC100134368"
"LOC100134409"
"LOC100134420"
"LOC100134436"
"LOC100134710"
"LOC100134768"
"LOC100189589"
"LOC127602"
"LOC130773"
"LOC133491"
"LOC146177"
"LOC149351"
"LOC149620"
"LOC150577"
"LOC200261"
"LOC202181"
"LOC255275"
"LOC283440"
"LOC283953"
"LOC283970"
"LOC285423"
"LOC286016"
"LOC286444"
"LOC339047"
"LOC339760"
"LOC339782"
"LOC339804"
"LOC342346"
"LOC344382"
"LOC374395"
"LOC374491"
"LOC387683"
"LOC387927"
"LOC387939"
"LOC388237"
"LOC388397"
"LOC388458"
"LOC388630"
"LOC389118"
"LOC389293"
"LOC389365"
"LOC390372"
"LOC390414"
"LOC390530"
"LOC390660"
"LOC390748"
"LOC391334"
"LOC391352"
"LOC391370"
"LOC391475"
"LOC391692"
"LOC399744"
"LOC400145"
"LOC400807"
"LOC400879"
"LOC400958"
"LOC401056"
"LOC401237"
"LOC401238"
"LOC401268"
"LOC401286"
"LOC401497"
"LOC401561"
"LOC440313"
"LOC440337"
"LOC440389"
"LOC440456"
"LOC440518"
"LOC440731"
"LOC441018"
"LOC441408"
"LOC441416"
"LOC441426"
"LOC441763"
"LOC441782"
"LOC442057"
"LOC442113"
"LOC442180"
"LOC442329"
"LOC442454"
"LOC442711"
"LOC474170"
"LOC541471"
"LOC554175"
"LOC572558"
"LOC641298"
"LOC641801"
"LOC641806"
"LOC641819"
"LOC641820"
"LOC641959"
"LOC641992"
"LOC641996"
"LOC642003"
"LOC642252"
"LOC642312"
"LOC642367"
"LOC642377"
"LOC642384"
"LOC642393"
"LOC642399"
"LOC642412"
"LOC642513"
"LOC642528"
"LOC642639"
"LOC642644"
"LOC642740"
"LOC642765"
"LOC642769"
"LOC642809"
"LOC642960"
"LOC642962"
"LOC643206"
"LOC643256"
"LOC643324"
"LOC643388"
"LOC643403"
"LOC643461"
"LOC643505"
"LOC643558"
"LOC643757"
"LOC643913"
"LOC643918"
"LOC643935"
"LOC643949"
"LOC644057"
"LOC644093"
"LOC644117"
"LOC644153"
"LOC644265"
"LOC644482"
"LOC644686"
"LOC644743"
"LOC644829"
"LOC644836"
"LOC644844"
"LOC644889"
"LOC644898"
"LOC645079"
"LOC645084"
"LOC645217"
"LOC645218"
"LOC645251"
"LOC645339"
"LOC645362"
"LOC645365"
"LOC645416"
"LOC645464"
"LOC645489"
"LOC645520"
"LOC645558"
"LOC645563"
"LOC645663"
"LOC645676"
"LOC645848"
"LOC645942"
"LOC646067"
"LOC646262"
"LOC646300"
"LOC646372"
"LOC646434"
"LOC646508"
"LOC646521"
"LOC646632"
"LOC646697"
"LOC646813"
"LOC646869"
"LOC646915"
"LOC646938"
"LOC646956"
"LOC646981"
"LOC647243"
"LOC647307"
"LOC647328"
"LOC647520"
"LOC647568"
"LOC647624"
"LOC647650"
"LOC647651"
"LOC647778"
"LOC647947"
"LOC647971"
"LOC648256"
"LOC648390"
"LOC648403"
"LOC648490"
"LOC648684"
"LOC648705"
"LOC648716"
"LOC648907"
"LOC649095"
"LOC649169"
"LOC649186"
"LOC649346"
"LOC649362"
"LOC649422"
"LOC649493"
"LOC649571"
"LOC649580"
"LOC649661"
"LOC649679"
"LOC649826"
"LOC649864"
"LOC649886"
"LOC649897"
"LOC649999"
"LOC650030"
"LOC650321"
"LOC650406"
"LOC650538"
"LOC650620"
"LOC650795"
"LOC650799"
"LOC650845"
"LOC650950"
"LOC651031"
"LOC651075"
"LOC651166"
"LOC651380"
"LOC651401"
"LOC651723"
"LOC651959"
"LOC651979"
"LOC652045"
"LOC652078"
"LOC652082"
"LOC652115"
"LOC652175"
"LOC652265"
"LOC652389"
"LOC652491"
"LOC652541"
"LOC652597"
"LOC652640"
"LOC652659"
"LOC652669"
"LOC652673"
"LOC652675"
"LOC652755"
"LOC652775"
"LOC652777"
"LOC653034"
"LOC653066"
"LOC653073"
"LOC653136"
"LOC653137"
"LOC653270"
"LOC653333"
"LOC653463"
"LOC653464"
"LOC653468"
"LOC653496"
"LOC653602"
"LOC653623"
"LOC653625"
"LOC653635"
"LOC653673"
"LOC653695"
"LOC653696"
"LOC653711"
"LOC653720"
"LOC653917"
"LOC654002"
"LOC654020"
"LOC654074"
"LOC654155"
"LOC654209"
"LOC727726"
"LOC727934"
"LOC727935"
"LOC727948"
"LOC727967"
"LOC728070"
"LOC728081"
"LOC728098"
"LOC728138"
"LOC728190"
"LOC728229"
"LOC728351"
"LOC728417"
"LOC728454"
"LOC728485"
"LOC728558"
"LOC728602"
"LOC728694"
"LOC728715"
"LOC728741"
"LOC728748"
"LOC728931"
"LOC729009"
"LOC729362"
"LOC729375"
"LOC729378"
"LOC729433"
"LOC729438"
"LOC729486"
"LOC729623"
"LOC729692"
"LOC729780"
"LOC729799"
"LOC729870"
"LOC729941"
"LOC730098"
"LOC730134"
"LOC730176"
"LOC730236"
"LOC730281"
"LOC730358"
"LOC730525"
"LOC730746"
"LOC730841"
"LOC730919"
"LOC730995"
"LOC731035"
"LOC731196"
"LOC732172"
"LOC732416"
"LOC90120"
"LPCAT3"
"LPHN1"
"LPPR2"
"LRRC29"
"LRRC37A4"
"LRRC58"
"LRRN1"
"LSAMP"
"LTBP4"
"LUZP2"
"LY9"
"LYPD1"
"LYPD3"
"LYPD6B"
"LZIC"
"MAB21L1"
"MAFG"
"MAGEA6"
"MAP2K7"
"MAPK4"
"MAPKSP1"
"MARLIN1"
"MARS2"
"MAST4"
"MATK"
"MBL1P1"
"MBNL3"
"MDH2"
"MED1"
"MED14"
"MED22"
"MEG3"
"MEPCE"
"MERTK"
"METTL10"
"METTL7A"
"MFAP3L"
"MFHAS1"
"MFN1"
"MFSD6"
"MFSD7"
"MGC12982"
"MGC13168"
"MGC16121"
"MGC29506"
"MGC33948"
"MGC39900"
"MGC40489"
"MGC70857"
"MID1"
"MIER2"
"MIR1224"
"MIR1237"
"MIR1267"
"MIR488"
"MIR645"
"MIR877"
"MIR939"
"MLL3"
"MLLT3"
"MLX"
"MMAB"
"MMP23A"
"MN1"
"MPEG1"
"MPHOSPH6"
"MPI"
"MPND"
"MPP5"
"MRPL10"
"MRPS2"
"MRRF"
"MRVI1"
"MS4A1"
"MSL2"
"MTAP"
"MTCH2"
"MTE"
"MTMR1"
"MTMR12"
"MTRF1L"
"MUC4"
"MUSTN1"
"MUTYH"
"MYL1"
"MYL2"
"MYL6B"
"MYLK"
"MYO10"
"N6AMT2"
"NAB2"
"NACC1"
"NAF1"
"NAP1L6"
"NARG1L"
"NAT14"
"NAT15"
"NBPF9"
"NCAN"
"NCRNA00152"
"NDNL2"
"NDUFA10"
"NEFL"
"NEFM"
"NEK3"
"NETO1"
"NEUROG3"
"NFATC3"
"NFKBID"
"NHLRC4"
"NIPA1"
"NIPAL4"
"NIPSNAP3A"
"NKAP"
"NKIRAS1"
"NLE1"
"NME4"
"NNAT"
"NOC4L"
"NOL10"
"NOLA1"
"NOP14"
"NPCDR1"
"NPPA"
"NR1D1"
"NR2C1"
"NR2F2"
"NRBP1"
"NRP1"
"NSBP1"
"NSDHL"
"NSUN4"
"NT5DC3"
"NUDCD3"
"NUDT6"
"OFD1"
"OPA3"
"OR10J1"
"OR2A14"
"OR2A42"
"OR2T12"
"OR51D1"
"OR51T1"
"OR52B6"
"OR5AS1"
"OR5P3"
"OR8G2"
"OSBPL3"
"OTP"
"OTUD6B"
"OVOS"
"P2RX7"
"PADI2"
"PAK4"
"PALMD"
"PANK3"
"PAQR4"
"PARD6A"
"PASK"
"PAX2"
"PBX4"
"PCDHB14"
"PCGF3"
"PCGF6"
"PCYT2"
"PDGFD"
"PDK2"
"PDLIM5"
"PDRG1"
"PER3"
"PEX5"
"PFDN6"
"PGP"
"PHF16"
"PHF19"
"PHKA1"
"PHYH"
"PIGO"
"PITPNB"
"PKDREJ"
"PLA2G4E"
"PLCB1"
"PLCB4"
"PLD6"
"PLEC1"
"PLEKHA2"
"PLK1"
"PLLP"
"PLSCR4"
"PMCHL1"
"PMM2"
"PMS2"
"PMS2L1"
"POLD2"
"POLQ"
"POLR2C"
"POLR2K"
"POLS"
"POMT1"
"PORCN"
"PPP1R3E"
"PPP2R2B"
"PRAF2"
"PRAME"
"PRB3"
"PRDM9"
"PRDX6"
"PRICKLE2"
"PRKACA"
"PRKCG"
"PRKCI"
"PRKCSH"
"PRKX"
"PRKY"
"PRLR"
"PRNPIP"
"PROCA1"
"PRPF8"
"PRPH"
"PRR16"
"PRR18"
"PRRT1"
"PRX"
"PSCD2"
"PSENEN"
"PSMB7"
"PSMD11"
"PSMD13"
"PSORS1C1"
"PTAFR"
"PTK2B"
"PTN"
"PTP4A1"
"PTPN7"
"PTPRF"
"PTPRR"
"PTPRT"
"PUS3"
"PUS7"
"PUS7L"
"PWWP2A"
"PXK"
"PYCR1"
"R3HDM1"
"RABGAP1L"
"RABL2A"
"RABL2B"
"RAC3"
"RAD54B"
"RAMP2"
"RAP1GDS1"
"RAP2B"
"RAPGEFL1"
"RASA4P"
"RBBP4"
"RBM28"
"RCN3"
"RDBP"
"RET"
"RETNLB"
"RFX5"
"RG9MTD3"
"RGMA"
"RGS12"
"RGS21"
"RGS6"
"RHOF"
"RICS"
"RIMS4"
"RNF112"
"RNF144"
"RNF157"
"RNF167"
"RNF40"
"RNF5"
"ROBO3"
"ROMO1"
"RP13-360B22.2"
"RPL37"
"RPP14"
"RPP38"
"RPRD1A"
"RPS6KL1"
"RPUSD3"
"RTEL1"
"RTKN"
"RTTN"
"RUNX1T1"
"RWDD4A"
"RXRB"
"RYR1"
"SALL2"
"SAMD10"
"SAMD11"
"SAMD14"
"SAP130"
"SASH1"
"SASS6"
"SATB1"
"SCAPER"
"SCMH1"
"SCN7A"
"SCNN1D"
"SCYL1BP1"
"SDC3"
"SDCCAG3L"
"SEC24D"
"SELK"
"SEMA6B"
"SEMA7A"
"SEPW1"
"SERPINA11"
"SERPINH1"
"SETD1B"
"SETX"
"SEZ6L2"
"SF3A2"
"SFRS8"
"SFXN3"
"SGCA"
"SGCB"
"SGPP2"
"SH2B2"
"SH2D2A"
"SH3PXD2B"
"SHB"
"SHF"
"SIGIRR"
"SIGLEC12"
"SIGLEC5"
"SIGLEC7"
"SIGLEC9"
"SIPA1L3"
"SIT1"
"SKI"
"SLAMF7"
"SLC12A8"
"SLC16A2"
"SLC17A7"
"SLC18A1"
"SLC22A17"
"SLC22A20"
"SLC22A7"
"SLC23A1"
"SLC25A14"
"SLC25A15"
"SLC25A16"
"SLC25A45"
"SLC26A2"
"SLC28A1"
"SLC29A1"
"SLC2A11"
"SLC2A4RG"
"SLC35A2"
"SLC37A1"
"SLC38A8"
"SLC39A13"
"SLC43A1"
"SLC43A3"
"SLC46A1"
"SLC6A9"
"SLC7A8"
"SLCO1B1"
"SLCO4A1"
"SMG5"
"SMN1"
"SMU1"
"SNAPC2"
"SNORA18"
"SNORA45"
"SNORA49"
"SNORA55"
"SNORA67"
"SNORA70B"
"SNORD22"
"SNORD32B"
"SNORD35B"
"SNORD36A"
"SNRPD1"
"SNX26"
"SOCS7"
"SORBS1"
"SORBS2"
"SOX13"
"SOX4"
"SOX8"
"SP140"
"SP2"
"SPAG16"
"SPANXB1"
"SPATA2L"
"SPATA3"
"SPATC1"
"SPATS2"
"SPEG"
"SPERT"
"SPIN1"
"SPINK2"
"SPINK9"
"SPINLW1"
"SPRR1B"
"SPRY4"
"SPRYD4"
"SPRYD5"
"SPTBN4"
"SR140"
"SRA1"
"SRF"
"SRPR"
"SSNA1"
"SSX5"
"ST3GAL5"
"STAC2"
"STARD5"
"STIM2"
"STK17A"
"STK19"
"STX18"
"SUGT1L1"
"SUPT6H"
"SUPV3L1"
"SURF2"
"SV2B"
"SYT5"
"TAAR8"
"TAOK3"
"TAPBPL"
"TARBP2"
"TBC1D10B"
"TBC1D13"
"TBL2"
"TBX6"
"TDRD6"
"TEAD2"
"TEDDM1"
"TEX261"
"TFE3"
"THAP6"
"THEG"
"THNSL1"
"THRA"
"TIGD6"
"TKTL1"
"TLN1"
"TMEM1"
"TMEM145"
"TMEM150B"
"TMEM158"
"TMEM16B"
"TMEM176B"
"TMEM184C"
"TMEM185A"
"TMEM222"
"TMEM45A"
"TMEM50A"
"TMEM80"
"TMLHE"
"TMOD3"
"TMPRSS3"
"TNC"
"TNFRSF4"
"TNFRSF9"
"TNNT2"
"TOB2"
"TOMM40L"
"TOMM70A"
"TOPORS"
"TP53I11"
"TP53I13"
"TPD52L2"
"TRAF1"
"TRAF6"
"TREX1"
"TRIM17"
"TRIM41"
"TRIM43"
"TRIM48"
"TRIML1"
"TRIO"
"TRMT2B"
"TRUB2"
"TSLP"
"TSPAN10"
"TSPAN18"
"TSPAN31"
"TSPAN33"
"TSTD2"
"TTC16"
"TTLL1"
"TTYH1"
"TUBB2A"
"TUBB4"
"TUBB4Q"
"TUBB6"
"TUSC2"
"TWIST2"
"TWSG1"
"TXNDC11"
"TXNDC5"
"U2AF1L4"
"UBE2B"
"UBE2V1"
"UBE2W"
"UBN2"
"UBOX5"
"UBR2"
"UBXD7"
"UCA1"
"UFSP2"
"UGCGL2"
"UNC119"
"UNC119B"
"UNC5C"
"UQCRB"
"USP2"
"USP36"
"USP4"
"USP41"
"UTP18"
"UXS1"
"VAPA"
"VARS"
"VEGFA"
"VGLL1"
"VN1R2"
"VNN1"
"VPS13A"
"VPS26"
"VWA3B"
"WBP11"
"WBSCR17"
"WBSCR27"
"WDFY3"
"WDHD1"
"WDR19"
"WDR40B"
"WDR44"
"WDR49"
"WDR7"
"WDR77"
"WDYHV1"
"WHSC2"
"XAGE1"
"XCR1"
"XRCC1"
"ZAN"
"ZBBX"
"ZBTB24"
"ZBTB3"
"ZBTB39"
"ZBTB5"
"ZBTB6"
"ZBTB7B"
"ZC3H12C"
"ZCCHC24"
"ZDHHC11"
"ZFP112"
"ZFP3"
"ZFP57"
"ZFPL1"
"ZFYVE1"
"ZFYVE16"
"ZFYVE19"
"ZIM3"
"ZNF10"
"ZNF197"
"ZNF222"
"ZNF238"
"ZNF24"
"ZNF304"
"ZNF33A"
"ZNF358"
"ZNF385A"
"ZNF444"
"ZNF446"
"ZNF503"
"ZNF576"
"ZNF580"
"ZNF594"
"ZNF676"
"ZNF695"
"ZNF699"
"ZNF74"
"ZNF792"
"ZNF80"
"ZNF823"
"ZNF831"
"ZP3"
